"customer_identifier","opponent","event_day_of_week","days_before_event","section_name","channel","price_level","primary_tickets_sold","churn"
"ab412f64",11,"Saturday",58,69,"Web","R - 300L",1,1
"d147c964",23,"Saturday",37,45,"Web","L2 - 200L",4,0
"eb1ca7a0",16,"Saturday",12,22,"Back Office","G - 100L",2,0
"b269a591",29,"Monday",0,48,"Web","O - 300L",4,0
"a241ff8a",8,"Saturday",5,78,"Web","R - 300L",5,0
"3cae9d48",19,"Thursday",0,68,"Box Office","R - 300L",2,0
"a964c952",9,"Thursday",1,21,"Web","G - 100L",2,0
"b3ba8a32",7,"Monday",0,28,"Back Office","D - 100L",32,1
"a933e995",18,"Saturday",61,72,"Back Office","R - 300L",4,0
"0ad39267",7,"Monday",21,26,"Web","C - 100L",2,0
"8bb783c3",24,"Saturday",0,69,"Back Office","R - 300L",29,0
"9c3ee5f6",16,"Tuesday",1,72,"Web","R - 300L",2,0
"47d33c1f",30,"Tuesday",0,17,"Web","D - 100L",2,1
"1ec66595",22,"Wednesday",9,66,"Back Office","P - 300L",4,0
"ae26752d",6,"Wednesday",23,19,"Back Office","G - 100L",3,0
"fbf652ad",15,"Friday",0,26,"Web","C - 100L",2,0
"1ecc1a94",15,"Thursday",10,21,"Web","I - 100L",2,0
"10832abf",11,"Saturday",9,77,"Web","R - 300L",6,0
"d32a5025",26,"Saturday",11,16,"Web","C - 100L",6,0
"6fd4131c",20,"Thursday",3,24,"Back Office","D - 100L",2,0
"ac039926",18,"Saturday",1,31,"Web","F -100L",2,1
"cf1615c2",25,"Thursday",3,79,"Web","O - 300L",1,0
"11fde8c1",16,"Saturday",77,80,"Web","P - 300L",2,0
"f6600145",16,"Saturday",45,75,"Web","R - 300L",2,0
"001a9eb9",11,"Saturday",8,40,"Web","L1 - 200L",3,1
"bfd24e80",31,"Saturday",3,43,"Web","L2 - 200L",2,0
"df63d768",20,"Tuesday",0,58,"Web","R - 300L",3,1
"9a7ef465",26,"Tuesday",1,66,"Back Office","P - 300L",6,1
"99708a7d",1,"Tuesday",25,38,"Web","L1 - 200L",2,0
"a789bc1a",8,"Saturday",0,48,"Web","P - 300L",3,0
"c06f5848",27,"Wednesday",13,39,"Back Office","M - 200L",2,0
"4e1e4995",11,"Tuesday",19,21,"Back Office","G - 100L",2,1
"92317e43",28,"Saturday",10,66,"Web","O - 300L",3,1
"b45eea0b",11,"Saturday",1,70,"Web","R - 300L",2,1
"3e409f5b",6,"Tuesday",10,19,"Web","G - 100L",2,0
"b3ba8a32",20,"Sunday",4,41,"Back Office","K - 200L",8,1
"07fc9684",8,"Saturday",1,36,"Web","M - 200L",2,1
"0e5cca63",30,"Thursday",0,39,"Back Office","L1 - 200L",5,1
"d25b0ca9",9,"Thursday",17,40,"Web","L1 - 200L",4,0
"cb0314e5",3,"Saturday",32,28,"Web","D - 100L",1,0
NA,25,"Saturday",0,39,"Box Office","L1 - 200L",2,1
"14e2d38a",31,"Saturday",0,45,"Back Office","L2 - 200L",16,1
"43f736a8",27,"Wednesday",0,24,"Back Office","D - 100L",8,1
"a063a44c",19,"Sunday",4,67,"Web","R - 300L",5,0
"e80d5534",20,"Saturday",23,22,"Web","G - 100L",3,0
"4ac855f0",29,"Monday",39,30,"Web","F -100L",2,1
"d92685e1",18,"Saturday",2,47,"Web","O - 300L",5,0
"53c4d057",15,"Saturday",36,39,"Web","L1 - 200L",2,0
"2745f746",24,"Tuesday",17,79,"Web","N - 300L",4,0
"bb6c2038",1,"Saturday",0,72,"Back Office","Q - 300L",5,0
"b3ba8a32",7,"Monday",14,36,"Back Office","L1 - 200L",2,1
"0e5cca63",9,"Friday",1,70,"Back Office","R - 300L",3,1
"58fe41d2",24,"Tuesday",58,17,"Web","D - 100L",2,0
"6f26f18b",21,"Saturday",102,55,"Web","R - 300L",5,0
"d74679b1",24,"Monday",54,19,"Web","G - 100L",2,0
"558c4ec8",9,"Friday",49,22,"Web","I - 100L",1,0
"0e5cca63",4,"Thursday",0,50,"Back Office","R - 300L",37,1
"eb1ca7a0",16,"Saturday",0,44,"Back Office","L2 - 200L",8,0
"2d4e832c",4,"Wednesday",9,32,"Back Office","F -100L",13,0
"d28d36c8",18,"Saturday",0,63,"Web","O - 300L",2,0
"97640751",26,"Saturday",11,69,"Web","R - 300L",1,1
"4d7073e5",31,"Saturday",257,65,"Web","O - 300L",2,1
"e7fc53d0",9,"Monday",36,21,"Web","I - 100L",3,0
"7c4512c4",16,"Saturday",96,22,"Web","I - 100L",4,0
"dce2f6ac",20,"Sunday",2,26,"Back Office","C - 100L",1,1
"eb1ca7a0",16,"Saturday",30,48,"Back Office","P - 300L",7,0
"ae26752d",6,"Wednesday",21,35,"Back Office","L1 - 200L",2,0
"3d2ae638",21,"Sunday",46,38,"Web","M - 200L",4,0
"aadfdbac",29,"Monday",15,23,"Web","G - 100L",2,0
"b3ba8a32",7,"Monday",0,58,"Back Office","R - 300L",2,1
"2bdd51f2",18,"Saturday",1,47,"Web","P - 300L",2,0
"0e5cca63",26,"Sunday",0,18,"Back Office","D - 100L",5,1
"aecea456",20,"Sunday",26,44,"Back Office","K - 200L",3,0
"e8c459e9",24,"Thursday",59,35,"Web","L1 - 200L",2,0
"4e1e4995",13,"Tuesday",56,47,"Back Office","P - 300L",2,1
"df9ee5e8",31,"Monday",1,64,"Web","O - 300L",1,0
"bfc7929d",16,"Saturday",12,34,"Back Office","D - 100L",5,1
"77cfae7e",27,"Saturday",16,34,"Web","D - 100L",1,0
"0faf8ff6",25,"Thursday",2,80,"Web","O - 300L",2,1
"5f5916e1",10,"Wednesday",36,32,"Back Office","F -100L",1,0
"b5ba4508",21,"Thursday",55,63,"Web","P - 300L",1,0
"401208d8",25,"Thursday",192,40,"Web","L1 - 200L",2,0
"9a7ef465",16,"Saturday",3,22,"Back Office","I - 100L",4,1
"0e5cca63",3,"Saturday",1,38,"Back Office","L1 - 200L",4,1
"bf3e38fc",31,"Saturday",19,29,"Back Office","F -100L",1,1
"c54dfb96",16,"Tuesday",2,54,"Web","R - 300L",1,0
"aecea456",20,"Sunday",41,26,"Back Office","C - 100L",2,0
"993dc780",24,"Saturday",11,66,"Back Office","O - 300L",2,0
"4e1e4995",13,"Tuesday",1,35,"Back Office","L1 - 200L",3,1
"1918ea04",30,"Tuesday",0,24,"Back Office","D - 100L",3,1
"4ff1c669",21,"Saturday",0,23,"Web","G - 100L",2,1
NA,1,"Saturday",0,36,"Box Office","M - 200L",3,1
"14ba97d3",28,"Sunday",26,43,"Web","K - 200L",3,0
"0e5cca63",31,"Tuesday",0,67,"Back Office","R - 300L",3,1
"a7a669e5",20,"Tuesday",0,53,"Web","R - 300L",1,0
"4c45f0b1",18,"Saturday",2,16,"Web","C - 100L",2,1
"0e5cca63",30,"Thursday",0,36,"Back Office","M - 200L",6,1
"8bb783c3",24,"Saturday",32,79,"Back Office","O - 300L",4,0
"bd631460",3,"Thursday",3,67,"Web","R - 300L",1,0
"dea00bca",16,"Tuesday",0,19,"Web","G - 100L",1,0
"2d4e832c",4,"Wednesday",0,30,"Back Office","H - 100L",2,0
"cf6a0dcd",26,"Saturday",2,43,"Web","K - 200L",3,1
"2d734741",24,"Monday",10,23,"Back Office","G - 100L",3,1
"4646d0f4",16,"Thursday",23,32,"Web","F -100L",3,0
"0e7ec523",13,"Sunday",73,23,"Web","G - 100L",3,1
"93a448f9",28,"Saturday",54,48,"Web","O - 300L",3,0
"c059243b",8,"Saturday",106,75,"Web","R - 300L",2,0
NA,15,"Saturday",0,73,"Box Office","R - 300L",2,1
"67c62892",31,"Saturday",21,21,"Web","I - 100L",5,0
"39b637ec",5,"Wednesday",20,53,"Web","R - 300L",6,0
"5f5916e1",10,"Wednesday",13,59,"Back Office","R - 300L",4,0
"eb1ca7a0",16,"Saturday",24,53,"Back Office","R - 300L",6,0
"4e1e4995",14,"Wednesday",8,66,"Back Office","O - 300L",6,1
"677c4d3a",5,"Wednesday",15,21,"Web","G - 100L",2,0
"b43cfddb",31,"Saturday",36,65,"Web","P - 300L",5,0
"81a0a956",3,"Saturday",26,35,"Web","L1 - 200L",2,0
"853bb54e",15,"Saturday",120,26,"Back Office","C - 100L",2,0
"6641c0cd",4,"Thursday",48,62,"Web","O - 300L",2,0
"de3a0a78",25,"Thursday",0,65,"Web","P - 300L",2,0
"4ae79ca3",4,"Thursday",3,42,"Web","L2 - 200L",2,0
"32495239",25,"Saturday",20,55,"Web","R - 300L",3,0
"0e5cca63",6,"Thursday",0,40,"Back Office","L1 - 200L",2,1
"0a02f01b",2,"Wednesday",22,25,"Web","D - 100L",1,0
"3e049d39",9,"Thursday",30,22,"Back Office","G - 100L",2,1
"7a7fdfb5",25,"Thursday",0,38,"Web","M - 200L",3,1
"e92c7ba2",11,"Saturday",0,40,"Web","L1 - 200L",2,0
"ddb53849",10,"Saturday",37,21,"Web","I - 100L",2,0
"8cfcb4c4",7,"Monday",23,26,"Web","C - 100L",5,0
"99c4bf43",3,"Thursday",64,32,"Web","F -100L",2,0
"2549c994",30,"Tuesday",12,47,"Web","O - 300L",1,0
"107c8c6f",19,"Sunday",8,17,"Web","D - 100L",2,0
"8bf738f1",26,"Saturday",1,60,"Web","R - 300L",1,0
"1ec66595",22,"Wednesday",35,16,"Back Office","C - 100L",2,0
"10a9eaf5",19,"Sunday",0,50,"Box Office","R - 300L",1,0
"4d8ec0ca",5,"Thursday",7,47,"Web","O - 300L",2,0
"f2d8db0a",10,"Thursday",0,6,"Box Office","J",2,0
"22d59fcc",20,"Thursday",0,68,"Web","R - 300L",3,1
"476f93e1",27,"Saturday",79,75,"Web","R - 300L",2,0
"70a74eb7",20,"Tuesday",7,21,"Web","G - 100L",2,0
"781ce7c1",7,"Wednesday",26,63,"Web","O - 300L",3,0
"3493516c",9,"Thursday",26,22,"Web","G - 100L",1,0
"ae26752d",6,"Wednesday",6,38,"Back Office","M - 200L",2,0
"5299c694",3,"Thursday",38,78,"Web","R - 300L",3,0
"3607d009",3,"Tuesday",14,70,"Web","R - 300L",4,1
"9732d93e",27,"Monday",0,65,"Back Office","O - 300L",2,1
"5f5916e1",10,"Wednesday",76,26,"Back Office","C - 100L",2,0
"7294ffda",27,"Monday",0,78,"Web","R - 300L",1,0
"c06f5848",27,"Wednesday",79,50,"Back Office","R - 300L",2,0
"453b44a9",30,"Tuesday",34,17,"Web","D - 100L",2,0
"02a12447",13,"Monday",0,47,"Web","O - 300L",2,0
"75bbe740",25,"Thursday",146,55,"Web","R - 300L",4,0
"1c59f047",20,"Sunday",150,54,"Web","R - 300L",2,0
"3f6f2b39",18,"Saturday",1,17,"Web","D - 100L",2,0
"63e21dbd",20,"Saturday",26,46,"Web","K - 200L",3,0
"02c974dc",27,"Saturday",0,50,"Back Office","R - 300L",55,0
NA,31,"Saturday",0,61,"Box Office","R - 300L",1,1
"79bda502",27,"Monday",1,60,"Web","R - 300L",2,0
NA,18,"Thursday",0,39,"Box Office","M - 200L",4,1
"ee3eddc4",24,"Monday",2,31,"Web","H - 100L",4,0
"7aef7684",21,"Sunday",53,22,"Back Office","I - 100L",2,1
"860e2553",14,"Wednesday",1,76,"Back Office","Q - 300L",3,0
"a1b0dd58",31,"Saturday",188,64,"Web","O - 300L",3,0
"5a0c05b3",30,"Tuesday",0,64,"Box Office","O - 300L",2,0
"aecea456",20,"Sunday",0,65,"Back Office","P - 300L",12,0
"f9b482e5",21,"Saturday",26,24,"Web","D - 100L",2,0
"8518395d",18,"Saturday",147,21,"Web","G - 100L",2,0
"b3ba8a32",7,"Monday",19,25,"Back Office","D - 100L",8,1
NA,16,"Thursday",0,20,"Box Office","G - 100L",12,1
"a7a02bd4",15,"Friday",7,26,"Web","C - 100L",3,0
"1ec66595",22,"Wednesday",6,36,"Back Office","L1 - 200L",2,0
NA,3,"Saturday",0,39,"Box Office","M - 200L",5,1
"0fa34bbc",31,"Saturday",16,68,"Web","R - 300L",3,1
"2c33f009",7,"Monday",0,64,"Box Office","P - 300L",4,0
NA,3,"Saturday",148,38,"Box Office","M - 200L",2,1
"10647f8e",26,"Saturday",20,53,"Back Office","Q - 300L",5,0
NA,4,"Saturday",1,65,"Box Office","N - 300L",1,1
"8bb783c3",24,"Saturday",61,45,"Back Office","L2 - 200L",2,0
"aed3ed52",2,"Wednesday",1,22,"Box Office","I - 100L",2,0
"4530b627",20,"Thursday",2,17,"Web","D - 100L",3,0
"1be2afe4",9,"Thursday",0,50,"Web","R - 300L",2,0
"beb96b49",18,"Saturday",141,61,"Web","R - 300L",2,1
"7263400e",9,"Thursday",0,32,"Web","F -100L",2,0
"6fd4131c",20,"Thursday",0,48,"Back Office","O - 300L",14,0
"df63d768",3,"Tuesday",0,30,"Web","H - 100L",3,1
"8bb783c3",24,"Saturday",39,47,"Back Office","O - 300L",6,0
"174fa4df",29,"Saturday",181,16,"Web","C - 100L",4,0
"13e25c86",31,"Saturday",2,26,"Web","C - 100L",1,0
"8d2a49fd",4,"Saturday",100,16,"Web","C - 100L",2,0
"5bae1944",21,"Saturday",24,32,"Web","F -100L",4,0
"9a7ef465",27,"Saturday",24,67,"Back Office","R - 300L",3,1
"9a7ef465",2,"Wednesday",2,43,"Back Office","L2 - 200L",9,1
"ca46c383",19,"Thursday",1,65,"Back Office","P - 300L",7,0
"0e5cca63",3,"Saturday",3,76,"Back Office","R - 300L",12,1
"6e25bbda",30,"Saturday",0,72,"Back Office","R - 300L",11,0
"a933e995",18,"Saturday",0,21,"Back Office","I - 100L",7,0
"550364af",6,"Thursday",18,47,"Web","O - 300L",1,0
"d60f0933",30,"Saturday",33,19,"Back Office","G - 100L",4,0
"d00e4506",20,"Thursday",4,25,"Web","D - 100L",2,0
"5c83fc87",4,"Thursday",10,27,"Web","D - 100L",4,0
"253b0715",22,"Thursday",1,23,"Web","G - 100L",2,0
"c1f14f2a",25,"Thursday",123,16,"Web","C - 100L",2,0
"7a2c8eac",31,"Saturday",41,31,"Web","F -100L",3,0
"348eae28",24,"Thursday",0,69,"Web","R - 300L",3,0
"9a7ef465",16,"Saturday",5,44,"Back Office","L2 - 200L",9,1
"d5ba3514",23,"Monday",17,66,"Web","O - 300L",2,0
"4152a5cd",7,"Monday",3,68,"Web","R - 300L",5,0
NA,2,"Monday",2,66,"Box Office","P - 300L",2,1
"ed522ca0",27,"Monday",0,80,"Box Office","P - 300L",1,0
"e80d6f3b",5,"Wednesday",0,76,"Web","R - 300L",4,0
"0f156cdf",6,"Tuesday",1,23,"Web","G - 100L",1,1
"1fbb8aec",5,"Thursday",43,20,"Web","G - 100L",2,0
"6e25bbda",30,"Saturday",1,66,"Back Office","O - 300L",4,0
"4d3ae326",5,"Wednesday",9,32,"Web","F -100L",1,1
"8a7a23d7",19,"Thursday",18,47,"Web","O - 300L",1,1
"aca5dbe6",18,"Saturday",0,50,"Web","R - 300L",1,1
"57a68fbe",10,"Thursday",31,27,"Web","D - 100L",3,1
"cf9b0ae9",20,"Sunday",99,48,"Web","O - 300L",2,0
"9a7ef465",3,"Thursday",0,48,"Back Office","P - 300L",6,1
"2d734741",11,"Tuesday",1,72,"Back Office","Q - 300L",2,1
"eb1ca7a0",16,"Saturday",0,19,"Back Office","G - 100L",2,0
"ae26752d",6,"Wednesday",13,36,"Back Office","L1 - 200L",2,0
"a19edec4",10,"Wednesday",3,21,"Web","I - 100L",1,0
"5a7dac51",29,"Monday",1,80,"Web","O - 300L",3,0
"23879c96",13,"Sunday",10,47,"Web","O - 300L",3,0
"e670d0c3",25,"Thursday",88,65,"Web","N - 300L",2,0
"5ceea682",31,"Tuesday",0,61,"Web","R - 300L",2,0
"76145362",11,"Saturday",1,16,"Web","C - 100L",3,1
"305ee7de",11,"Saturday",1,17,"Web","D - 100L",1,0
"daa28443",23,"Saturday",58,63,"Web","O - 300L",3,0
"0e5cca63",28,"Saturday",9,62,"Back Office","O - 300L",12,1
"b5932a66",31,"Saturday",76,19,"Web","G - 100L",2,0
"f221f02b",23,"Monday",0,66,"Back Office","O - 300L",6,1
"e732b52b",23,"Saturday",37,45,"Back Office","K - 200L",2,1
"0b4e330a",29,"Monday",22,22,"Web","I - 100L",2,1
"776ad276",31,"Saturday",27,41,"Web","K - 200L",2,0
"603390f4",9,"Thursday",77,16,"Web","C - 100L",2,0
"f221f02b",23,"Monday",14,64,"Back Office","O - 300L",2,1
"2184e0a2",20,"Tuesday",68,31,"Web","F -100L",10,0
"565e4efc",23,"Monday",7,21,"Web","I - 100L",3,0
"ab0af564",4,"Saturday",77,62,"Web","O - 300L",7,0
"9a7ef465",2,"Wednesday",21,50,"Back Office","R - 300L",5,1
"0b58bf33",8,"Saturday",0,16,"Web","C - 100L",2,0
"72766acd",13,"Monday",5,27,"Web","D - 100L",2,0
"63fa299d",31,"Saturday",29,28,"Web","D - 100L",2,0
"c1bb017b",31,"Saturday",86,17,"Web","D - 100L",2,0
"6fd4131c",20,"Thursday",0,55,"Back Office","Q - 300L",7,0
NA,13,"Sunday",0,23,"Box Office","D - 100L",4,1
"4eef2a20",31,"Tuesday",0,23,"Web","G - 100L",3,0
"853bb54e",15,"Saturday",54,65,"Back Office","P - 300L",4,0
"4e1e4995",13,"Tuesday",7,25,"Back Office","D - 100L",3,1
"b7f9d208",10,"Saturday",44,21,"Call Center","I - 100L",3,0
"b3ba8a32",23,"Monday",0,35,"Back Office","L1 - 200L",2,1
"a933e995",18,"Saturday",51,44,"Back Office","L2 - 200L",4,0
"7127844a",3,"Tuesday",138,36,"Web","L1 - 200L",2,0
"847970fc",31,"Tuesday",44,80,"Web","O - 300L",2,0
"0e5cca63",3,"Saturday",3,79,"Back Office","O - 300L",4,1
"27454d76",20,"Thursday",6,47,"Web","P - 300L",2,0
"7fb80b45",20,"Thursday",0,22,"Back Office","I - 100L",3,1
"3c6a7b2a",31,"Tuesday",0,31,"Web","H - 100L",2,0
"0e5cca63",11,"Thursday",21,20,"Back Office","G - 100L",2,1
NA,25,"Saturday",0,24,"Box Office","D - 100L",9,1
"90f6612a",3,"Thursday",0,68,"Back Office","R - 300L",5,0
"bb6c2038",1,"Saturday",0,77,"Back Office","R - 300L",16,0
"7c6fc408",26,"Saturday",6,33,"Web","D - 100L",3,0
"d382974c",3,"Sunday",20,67,"Web","R - 300L",2,0
"eb1ca7a0",16,"Saturday",24,26,"Back Office","C - 100L",3,0
"2a5b77cf",10,"Wednesday",14,63,"Web","O - 300L",2,0
"cf5cc050",3,"Sunday",9,21,"Back Office","I - 100L",1,0
"f221f02b",10,"Wednesday",55,60,"Back Office","R - 300L",2,1
"18bc3de8",17,"Saturday",7,29,"Web","F -100L",4,0
"ab7648ca",27,"Saturday",19,26,"Web","C - 100L",1,0
"1897fee1",7,"Monday",0,60,"Web","R - 300L",2,0
"6279049d",9,"Thursday",0,47,"Web","O - 300L",2,0
"2ccb0b72",10,"Saturday",130,42,"Back Office","L2 - 200L",2,0
"1b211aac",18,"Thursday",15,21,"Web","I - 100L",2,0
"8a95d0a3",14,"Saturday",0,54,"Web","R - 300L",4,0
"df67da72",14,"Saturday",74,17,"Web","D - 100L",2,0
"47c85873",25,"Thursday",23,78,"Web","R - 300L",2,0
NA,14,"Wednesday",0,77,"Box Office","R - 300L",1,1
"91923f62",27,"Thursday",21,27,"Web","D - 100L",2,1
"909aa06b",11,"Tuesday",9,39,"Web","L1 - 200L",2,0
"73c4f644",31,"Saturday",34,47,"Web","O - 300L",3,0
"4c76231c",31,"Saturday",2,58,"Web","R - 300L",2,0
"e632b84c",19,"Sunday",45,33,"Web","D - 100L",3,0
"c06f5848",27,"Wednesday",12,52,"Back Office","R - 300L",3,0
"90f6612a",3,"Thursday",0,38,"Back Office","M - 200L",2,0
"a29f2a68",6,"Tuesday",0,25,"Box Office","D - 100L",5,0
"8ffba6b7",31,"Saturday",0,60,"Web","R - 300L",2,0
"7907c04d",19,"Sunday",3,44,"Web","K - 200L",6,0
"f1e95a5a",27,"Thursday",0,42,"Web","L2 - 200L",3,0
"0e5cca63",5,"Tuesday",0,25,"Back Office","D - 100L",2,1
"9a7ef465",25,"Saturday",33,21,"Back Office","I - 100L",4,1
"3c9f4111",8,"Monday",0,40,"Web","L1 - 200L",8,0
"a19922c4",10,"Wednesday",69,47,"Web","P - 300L",4,0
"008bffc9",12,"Saturday",16,37,"Web","L1 - 200L",2,1
"7cd13857",31,"Tuesday",14,10,"Web","J",4,0
"b3ba8a32",31,"Saturday",67,47,"Back Office","O - 300L",3,1
"7f62a692",27,"Monday",8,43,"Web","K - 200L",4,1
"5be572ae",11,"Saturday",0,33,"Web","D - 100L",2,0
"98cb44c7",13,"Monday",12,21,"Back Office","G - 100L",3,1
"036e1b2e",30,"Sunday",0,67,"Web","R - 300L",1,0
"df9227a0",28,"Thursday",0,66,"Back Office","O - 300L",25,0
"b3ba8a32",7,"Monday",55,16,"Back Office","C - 100L",4,1
"a933e995",18,"Saturday",0,80,"Back Office","P - 300L",34,0
"9a7ef465",27,"Saturday",8,30,"Back Office","H - 100L",4,1
"3c62ade4",20,"Tuesday",77,34,"Web","D - 100L",2,0
"9bef796d",11,"Saturday",33,67,"Web","R - 300L",2,1
NA,30,"Thursday",0,20,"Box Office","G - 100L",10,1
"6deda459",8,"Saturday",118,17,"Web","D - 100L",2,0
"b3ba8a32",7,"Monday",5,51,"Back Office","R - 300L",8,1
"895ea59c",27,"Saturday",15,18,"Back Office","D - 100L",4,1
"b0f7b96f",30,"Sunday",0,50,"Box Office","R - 300L",1,0
"b809e896",5,"Wednesday",1,44,"Web","L2 - 200L",1,0
"c714933a",12,"Saturday",0,79,"Web","P - 300L",4,0
"42c6083f",15,"Friday",0,64,"Web","P - 300L",2,0
"2d4e832c",4,"Wednesday",12,32,"Back Office","F -100L",2,0
"632abbdf",4,"Thursday",16,16,"Web","C - 100L",3,0
"ae2e8841",19,"Thursday",14,18,"Web","D - 100L",1,0
"0e5cca63",10,"Saturday",0,23,"Back Office","G - 100L",13,1
"8bb783c3",24,"Saturday",46,21,"Back Office","G - 100L",2,0
"8bb783c3",24,"Saturday",47,58,"Back Office","R - 300L",1,0
"e9d9f267",20,"Thursday",5,17,"Web","D - 100L",3,0
"276ebd27",15,"Friday",2,66,"Web","N - 300L",2,0
"2d734741",24,"Monday",0,80,"Back Office","O - 300L",8,1
"04e06ce7",14,"Saturday",0,23,"Web","D - 100L",1,0
"0e5cca63",14,"Thursday",1,50,"Back Office","R - 300L",14,1
NA,10,"Saturday",0,37,"Box Office","M - 200L",2,1
"5c3238a3",10,"Thursday",2,70,"Web","R - 300L",6,0
"de6744b7",9,"Monday",0,28,"Back Office","D - 100L",14,0
"ca46c383",19,"Thursday",10,31,"Back Office","H - 100L",8,0
"bb6c2038",1,"Saturday",5,58,"Back Office","R - 300L",4,0
"922a79a2",3,"Saturday",229,16,"Web","C - 100L",2,0
"a117c848",15,"Friday",22,17,"Web","D - 100L",2,0
"ea605991",11,"Saturday",10,80,"Web","P - 300L",4,0
"8e25bf92",31,"Tuesday",3,66,"Back Office","O - 300L",2,1
"14083151",27,"Saturday",80,48,"Back Office","O - 300L",3,0
"eb1ca7a0",16,"Saturday",5,42,"Back Office","L2 - 200L",11,0
"0e5cca63",4,"Thursday",0,63,"Back Office","P - 300L",6,1
"da6bc23d",14,"Thursday",7,64,"Web","O - 300L",3,0
"14e2d38a",31,"Saturday",30,66,"Back Office","O - 300L",2,1
"4b9f03c6",4,"Thursday",34,47,"Web","O - 300L",2,1
"87a1af13",13,"Monday",1,22,"Web","G - 100L",2,0
"630927cf",9,"Thursday",173,31,"Web","H - 100L",2,0
"c9fdd094",16,"Saturday",0,53,"Back Office","Q - 300L",9,0
NA,16,"Saturday",0,23,"Box Office","G - 100L",4,1
"02c974dc",27,"Saturday",5,78,"Back Office","R - 300L",6,0
"9bd4355e",7,"Wednesday",7,16,"Web","C - 100L",2,0
"eb1ca7a0",16,"Saturday",2,26,"Back Office","C - 100L",3,0
"9c0a0f9a",15,"Friday",1,78,"Web","R - 300L",6,0
"e2ec261e",4,"Thursday",15,37,"Web","L1 - 200L",2,0
"1fccd9b5",31,"Tuesday",13,31,"Back Office","F -100L",1,0
"20dc9ff6",3,"Saturday",95,69,"Back Office","R - 300L",3,0
"f221f02b",23,"Monday",0,56,"Back Office","R - 300L",5,1
"7845950e",30,"Sunday",0,36,"Web","M - 200L",2,0
"0e5cca63",4,"Thursday",0,75,"Back Office","Q - 300L",3,1
"ba797c24",14,"Saturday",88,76,"Web","Q - 300L",5,1
"de25b7ab",5,"Wednesday",38,27,"Web","D - 100L",2,0
"29d54b44",6,"Thursday",0,54,"Box Office","R - 300L",1,0
"b3ba8a32",7,"Monday",18,80,"Back Office","O - 300L",5,1
"4ccc510d",8,"Monday",2,47,"Web","P - 300L",2,0
"1ec66595",22,"Wednesday",6,32,"Back Office","F -100L",4,0
"1094034c",26,"Saturday",32,34,"Web","D - 100L",2,0
"6c39e0d4",23,"Saturday",1,31,"Web","H - 100L",1,0
"1ec66595",22,"Wednesday",37,67,"Back Office","R - 300L",5,0
"14e2d38a",31,"Saturday",4,45,"Back Office","K - 200L",2,1
"37ac0ce6",9,"Friday",49,75,"Web","R - 300L",2,0
"b71dac24",15,"Friday",1,37,"Web","L1 - 200L",3,0
"1a8e3c19",28,"Sunday",0,76,"Web","Q - 300L",2,0
"b3ba8a32",15,"Saturday",74,50,"Back Office","R - 300L",2,1
"c06f5848",27,"Wednesday",6,27,"Back Office","D - 100L",7,0
"5f5916e1",10,"Wednesday",13,34,"Back Office","D - 100L",4,0
"8bb783c3",24,"Saturday",9,27,"Back Office","D - 100L",4,0
"b3ba8a32",20,"Sunday",69,47,"Back Office","O - 300L",2,1
"ae26752d",6,"Wednesday",2,38,"Back Office","M - 200L",2,0
"e65cbebc",4,"Wednesday",23,34,"Web","D - 100L",9,0
"7c1dede1",25,"Saturday",3,79,"Web","P - 300L",4,0
"6f119467",6,"Tuesday",1,47,"Web","P - 300L",4,0
"02c974dc",27,"Saturday",0,60,"Back Office","R - 300L",13,0
"49177491",20,"Sunday",64,62,"Web","O - 300L",2,0
"a933e995",18,"Saturday",3,70,"Back Office","R - 300L",5,0
"bc120174",10,"Wednesday",147,62,"Web","O - 300L",5,1
"5547211f",9,"Thursday",11,17,"Web","D - 100L",2,0
"d9931007",2,"Wednesday",21,32,"Web","F -100L",4,0
"ee6720f2",3,"Tuesday",2,67,"Web","R - 300L",1,1
"51f37d0f",31,"Tuesday",21,47,"Web","P - 300L",5,0
"9a2d0821",20,"Tuesday",90,18,"Web","D - 100L",4,0
"968f1c6a",10,"Thursday",5,24,"Web","D - 100L",2,0
"16d4604f",20,"Thursday",71,21,"Web","I - 100L",4,0
"f221f02b",16,"Saturday",24,35,"Back Office","L1 - 200L",4,1
"1f2a3a39",14,"Saturday",2,72,"Web","R - 300L",2,1
"eb51e2c7",15,"Friday",1,26,"Web","C - 100L",2,1
"d461a80e",24,"Saturday",0,40,"Back Office","L1 - 200L",3,0
"5ed97180",27,"Monday",0,62,"Box Office","N - 300L",2,0
"18cb3ec7",25,"Thursday",0,63,"Web","N - 300L",1,0
"1e6bca1b",31,"Saturday",0,64,"Web","O - 300L",2,0
"89d88e48",15,"Friday",85,64,"Web","O - 300L",2,0
"853bb54e",15,"Saturday",39,41,"Back Office","K - 200L",2,0
"0143090b",14,"Saturday",42,47,"Web","P - 300L",1,1
"cd3be8d8",18,"Saturday",0,23,"Box Office","G - 100L",2,0
"43a948e9",16,"Saturday",18,33,"Back Office","D - 100L",4,1
"c06f5848",27,"Wednesday",7,41,"Back Office","K - 200L",3,0
"cb93cd5a",23,"Saturday",0,74,"Web","Q - 300L",2,0
"02c974dc",27,"Saturday",1,30,"Back Office","F -100L",2,0
"0e5cca63",30,"Thursday",0,46,"Back Office","K - 200L",6,1
